"PREC"	"EVAP"	"XAJ_test.Qsim...runif.1..0.8..1.2."
0.052	1.797	0.095
0	2.385	0.081
0	2.382	0.069
0	2.386	0.06
0.292	2.78	0.058
6.575	2.347	0.458
1.974	2.183	0.916
0.017	2.897	1.084
1.047	2.62	0.889
0.669	2.539	0.666
4.584	2.076	0.743
5.751	2.114	1.256
1.013	2.493	1.575
0.052	3.14	1.461
0.378	2.499	1.078
1.339	3.346	0.756
0.704	3.179	0.611
0.017	3.155	0.523
0	3.743	0.41
0	3.448	0.301
0.189	2.835	0.226
2.815	2.833	0.244
0.378	2.613	0.392
0	3.189	0.428
0.12	3.729	0.339
0	3.519	0.24
0.206	2.796	0.172
1.288	2.557	0.16
0.395	3.262	0.222
0.326	3.248	0.248
0	3.554	0.224
0	3.389	0.171
1.185	3.195	0.14
4.978	3.155	0.361
2.438	3.138	0.698
0.584	2.996	0.866
4.927	3.041	0.93
3.313	3.073	1.082
5.957	3.861	1.365
0.086	3.784	1.493
1.099	3.514	1.265
0.086	3.664	0.919
0.017	3.505	0.612
0.412	3.038	0.398
0.275	3.687	0.291
0.704	4.343	0.25
0.91	4.307	0.258
3.519	3.159	0.362
10.729	3.726	1.071
0.687	3.643	1.754
2.249	3.383	1.794
0.79	3.476	1.452
0.069	4.158	1.05
0	4.582	0.695
0.223	4.25	0.446
0.052	4.185	0.31
0.309	4.431	0.238
5.167	4.236	0.338
12.875	3.184	1.305
5.596	3.528	2.524
9.665	3.114	3.488
2.695	3.368	3.637
1.081	2.728	3.133
0.017	3.839	2.299
0.069	3.656	1.534
1.906	3.481	1.037
1.202	4.787	0.857
11.09	3.486	1.378
2.953	4.129	2.026
0.961	4.679	2.179
1.013	3.86	1.79
5.459	3.953	1.488
2.97	3.864	1.458
7.605	4.238	1.741
4.961	4.122	2.097
1.974	4.827	2.157
2.335	4.657	1.876
0.549	4.435	1.504
3.296	4.522	1.169
5.03	3.11	1.199
2.832	3.44	1.348
2.077	3.729	1.373
5.888	4.215	1.396
3.519	4.254	1.493
4.309	4.933	1.543
4.189	3.998	1.569
1.185	3.506	1.508
3.33	3.706	1.293
31.724	3.726	3.332
0.343	4.202	6.429
2.266	3.656	6.738
0.893	3.732	5.118
1.596	3.79	3.447
1.253	4.28	2.353
1.837	3.562	1.744
0.687	3.791	1.426
0.567	3.785	1.187
3.656	3.873	1.037
10.077	3.778	1.846
0.515	3.757	2.464
1.511	3.405	2.394
3.21	3.762	1.967
13.768	2.902	2.964
0.652	4.581	3.768
3.296	3.206	3.702
5.339	3.62	3.337
2.729	3.684	2.936
2.901	3.497	2.548
0.137	4.527	2.152
3.09	4.341	1.729
3.279	2.944	1.584
2.832	3.278	1.561
1.82	4.612	1.521
0.893	3.908	1.378
2.421	5.079	1.183
0.326	4.895	1.066
12.652	3.865	1.897
1.562	3.895	2.672
6.231	3.753	3.105
3.279	4.278	2.964
2.18	4.207	2.612
10.661	4.107	2.981
5.047	3.771	3.521
2.541	3.688	3.525
1.648	4.785	3.025
4.515	3.692	2.553
0	4.164	2.202
3.862	3.795	1.872
1.974	3.975	1.693
0.738	4.045	1.54
3.262	3.811	1.344
0.154	3.887	1.254
4.017	4.679	1.136
2.043	3.468	1.169
0.567	3.354	1.161
5.94	3.477	1.303
10.746	3.661	2.281
1.545	3.954	2.963
6.111	3.578	3.214
5.94	3.127	3.352
3.554	3.681	3.244
1.751	3.423	2.873
2.987	4.194	2.369
1.064	3.274	1.966
1.528	2.444	1.615
5.219	3.376	1.61
3.914	3.401	1.811
2.249	3.922	1.893
1.734	3.045	1.759
2.558	2.933	1.53
0.309	3.262	1.341
5.579	4.652	1.291
0.034	4.254	1.362
19.845	3.779	3.031
6.266	2.514	5.245
7.279	2.972	6.475
0	3.507	5.96
4.24	3.32	4.843
1.957	3.857	3.782
5.442	3.436	3.351
0.498	3.18	3.014
0.395	3.221	2.543
0.584	2.836	2.014
0	3.853	1.598
0.017	3.959	1.286
0.343	3.391	1.064
0.275	3.179	0.93
4.429	2.956	1.054
0.824	3.575	1.253
0.961	3.313	1.278
0.017	3.614	1.138
9.682	3.411	1.632
9.373	2.577	3.002
9.459	3.207	4.634
6.163	2.314	5.692
7.811	2.491	6.344
4.755	3.643	6.226
3.09	2.86	5.535
1.579	2.62	4.535
0.086	2.725	3.553
1.116	2.376	2.723
5.579	1.399	2.849
1.288	1.672	2.895
1.391	2.658	2.705
2.884	2.336	2.476
2.386	2.888	2.256
0.429	1.786	2.057
0.052	3.08	1.754
0.223	2.812	1.423
0.601	2.592	1.176
1.408	2.289	1.051
0.343	1.903	1.019
1.768	1.455	1.028
0.446	2.082	1.025
0.292	2.096	0.959
0.961	1.858	0.858
2.627	2.18	0.9
0.601	1.539	0.983
1.391	2.069	0.972
0.91	2.248	0.922
1.82	2.37	0.871
0.017	2.878	0.846
0.875	2.031	0.753
0.91	2.32	0.676
0.154	1.317	0.633
1.253	2.083	0.581
0	2.485	0.566
3.382	1.702	0.734
0	2.104	0.867
0	2.322	0.827
0	2.453	0.666
1.957	1.947	0.562
0	1.922	0.58
0	2.07	0.545
0	1.811	0.453
1.322	2.229	0.39
2.129	1.494	0.509
3.296	1.111	0.878
4.875	1.23	1.496
5.631	1.029	2.331
0.875	1.01	2.582
0.189	1.5	2.28
2.18	2.087	1.787
0.189	1.789	1.432
0	1.343	1.139
1.047	1.588	0.894
0	2.053	0.762
0	1.763	0.647
0	1.643	0.535
0.258	1.628	0.451
0	1.771	0.405
0.91	1.754	0.38
1.631	1.461	0.444
0	1.987	0.522
0	1.727	0.492
0	1.403	0.398
0.052	1.413	0.316
1.442	1.334	0.304
1.202	2.024	0.378
3.176	1.085	0.668
0.79	1.437	0.843
0.549	1.567	0.834
2.575	1.221	0.85
1.356	1.087	0.897
0.189	0.804	0.862
0	1.174	0.709
0.086	0.807	0.529
0	1.46	0.394
0	1.394	0.308
0	1.692	0.254
0	1.555	0.219
0	1.137	0.196
0.858	1.182	0.193
0	0.995	0.231
0.052	1.143	0.232
0.292	1.183	0.207
0	0.959	0.191
0	1.353	0.171
0	1.638	0.147
0.154	1.273	0.13
0.549	1.178	0.135
4.961	1.34	0.504
5.098	1.028	1.259
0	1.293	1.63
0.378	1.138	1.47
0	1.08	1.089
0	1.316	0.752
0	1.226	0.526
0	1.201	0.391
0.017	1.078	0.312
0.12	1.042	0.265
0.017	1.545	0.239
0	1.564	0.215
0.567	1.53	0.201
0	1.315	0.214
0	1.582	0.205
0	1.443	0.176
2.747	1.178	0.301
0.223	1.367	0.454
0	1.229	0.479
0.034	1.353	0.383
0.069	1.587	0.279
0.034	1.332	0.21
0	0.805	0.168
0	1.505	0.141
0	1.802	0.122
0	1.076	0.109
0.017	1.227	0.1
0.017	1.48	0.094
0.086	0.973	0.09
0	1.222	0.09
0	1.374	0.086
0	1.195	0.078
0.052	1.544	0.073
0.034	1.327	0.071
0	1.913	0.07
0	1.723	0.066
0	1.714	0.06
0	1.554	0.056
0	1.151	0.052
0	1.169	0.05
0	1.153	0.047
0	1.487	0.045
0.464	1.87	0.051
0.086	1.635	0.078
0.189	1.11	0.091
0.395	1.489	0.095
0	1.618	0.104
0	1.604	0.092
0.017	1.746	0.069
0	1.563	0.051
0	1.521	0.04
0.034	1.27	0.034
0.069	1.603	0.034
0.017	1.671	0.037
0.12	1.303	0.038
0.258	1.743	0.045
4.892	1.073	0.339
0	1.755	0.641
0	1.484	0.673
0	1.509	0.496
0.086	1.977	0.318
0.017	1.664	0.207
0.034	1.651	0.145
0	1.767	0.111
0	1.664	0.089
0	1.716	0.074
0	1.415	0.064
0.378	1.42	0.062
0.052	1.429	0.079
0.052	1.921	0.084
0	1.718	0.074
0	1.838	0.059
0.395	1.757	0.052
0.275	1.934	0.072
0	1.794	0.089
0	1.9	0.079
0	1.647	0.058
0	1.89	0.041
0	2.27	0.031
0	2.383	0.026
0	2.481	0.023
0.137	3.178	0.024
0.086	2.243	0.032
0.275	1.544	0.042
1.476	1.848	0.079
1.665	2.296	0.19
1.408	2.223	0.319
1.219	2.088	0.395
2.953	1.607	0.497
1.682	0.983	0.642
0.618	1.571	0.663
0	1.867	0.546
0	2.633	0.367
0	2.72	0.217
0	2.514	0.124
0.103	2.012	0.078
0.206	2.397	0.063
0.343	2.858	0.071
0.017	2.621	0.085
0	2.47	0.078
0	2.506	0.058
0	2.235	0.04
0.017	1.898	0.03
0.12	1.867	0.027
10.454	2.789	0.487
0	2.839	1.141
0	2.493	1.249
0.052	3.109	0.905
0	3.389	0.549
0	2.903	0.319
1.82	2.264	0.224
0	3.473	0.271
0	2.576	0.263
0.258	2.626	0.199
4.154	2.437	0.272
1.923	1.997	0.526
2.335	2.559	0.695
1.596	3.029	0.744
0.584	3.274	0.688
0.12	3.612	0.538
0	3.263	0.361
1.596	2.888	0.242
0.12	3.072	0.25
0.395	3.098	0.237
3.742	3.078	0.28
8.446	2.863	0.774
3.073	2.872	1.399
5.116	2.794	1.735
1.511	2.501	1.706
0.721	2.329	1.418
1.253	2.549	1.032
0.206	2.463	0.742
0	2.837	0.517
0.052	3.034	0.34
4.086	2.839	0.33
0.91	2.918	0.516
0.687	3.17	0.592
11.433	2.873	0.978
1.682	2.826	1.576
1.94	2.93	1.706
2.369	2.709	1.431
0.996	3.107	1.139
0.944	3.068	0.874
0.858	3.049	0.664
1.494	2.888	0.535
1.27	2.998	0.497
3.588	3.88	0.529
10.369	3.435	1.035
4.79	3.161	1.809
3.09	3.147	2.113
0.172	4.303	1.866
4.189	3.673	1.431
10.025	3.825	1.605
0.464	3.613	1.953
0	3.904	1.786
0.223	3.927	1.255
3.193	3.661	0.843
0.446	4.402	0.747
0.034	4.631	0.652
0.034	4.383	0.486
0.378	4.265	0.342
0.635	3.638	0.274
2.232	3.483	0.294
0.755	3.153	0.406
0.12	3.829	0.435
0.652	2.814	0.365
3.296	3.664	0.349
0.738	4.005	0.487
3.708	3.693	0.578
2.438	3.334	0.715
4.257	4.196	0.849
0.309	5.193	0.945
0.412	4.509	0.802
0.395	3.64	0.558
7.279	4.232	0.579
0.584	4.334	0.879
3.348	4.187	0.966
2.85	3.253	0.961
3.828	3.538	0.991
1.631	3.762	1.023
3.622	3.746	0.97
2.249	4.009	0.953
0.687	3.932	0.889
0.532	4.431	0.703
1.476	3.291	0.514
3.348	4.269	0.472
5.837	3.673	0.728
1.339	4.863	1.024
0.567	4.082	1.015
1.185	3.846	0.778
4.978	3.774	0.683
4.48	3.545	0.906
0.584	3.911	1.09
2.558	3.944	0.988
0.567	4.644	0.835
0.429	4.393	0.643
0.103	4.574	0.448
5.665	5.226	0.401
4.978	3.845	0.753
1.785	3.668	1.08
3.845	3.924	1.128
0.343	3.832	1.062
7.691	3.742	1.071
4.498	3.597	1.372
7.176	3.346	1.786
1.081	4.234	1.927
1.854	3.779	1.661
2.146	3.835	1.276
1.528	3.979	1.009
1.957	3.778	0.839
0.635	4.424	0.732
13.047	3.159	1.137
4.995	3.375	2.038
2.97	3.632	2.386
6.249	3.568	2.343
5.236	3.69	2.309
4.618	4.212	2.264
2.472	3.783	2.08
6.661	4.28	1.98
0.979	3.83	1.9
3.639	3.877	1.66
2.455	4.939	1.441
10.077	3.552	1.761
5.236	3.54	2.361
4.772	3.943	2.661
1.391	4.071	2.466
2.317	3.625	1.989
3.76	4.377	1.586
3.571	4.049	1.431
4.875	3.484	1.524
6.832	3.251	1.914
7.897	3.232	2.618
0.464	4.11	2.834
0.154	4.416	2.402
0.24	4.379	1.706
0.292	4.269	1.156
2.335	3.29	0.856
2.575	3.46	0.831
4.79	2.956	1.075
0.034	3.709	1.25
4.704	3.618	1.26
0.532	3.666	1.247
1.236	3.942	1.1
3.742	3.855	0.955
12.549	2.884	1.658
1.064	4.057	2.392
0.567	3.804	2.369
0.223	4.435	1.786
1.648	3.756	1.224
8.446	3.59	1.292
13.201	4.106	2.406
0.549	4.176	3.261
3.931	2.592	3.225
2.197	3.656	2.649
0.755	3.502	2.069
0.034	3.294	1.535
2.369	3.283	1.127
1.631	3.213	0.98
1.717	3.023	0.943
4.498	3.114	1.039
0.086	3.249	1.148
2.901	3.37	1.067
3.845	2.633	1.101
1.459	2.812	1.167
1.013	3.094	1.096
3.107	3.249	0.956
3.124	2.892	0.97
1.219	3.145	1.018
0.721	3.364	0.931
0.223	3.221	0.747
1.923	3.109	0.579
6.008	3.436	0.752
0.292	3.024	1.035
0.017	3.146	1.006
0.292	2.527	0.746
4.892	2.869	0.684
1.528	3.348	0.843
0.137	3.083	0.897
0.927	3.087	0.741
2.317	2.263	0.619
4.103	2.383	0.751
3.038	3.085	0.976
1.802	2.618	1.088
0.12	2.509	1.001
0.429	2.34	0.758
2.644	2.416	0.586
2.129	3.039	0.607
0.412	1.905	0.665
1.528	2.119	0.606
2.627	2.495	0.588
2.163	2.669	0.658
4.875	2.571	0.871
2.094	2.504	1.062
0.412	2.356	1.061
3.176	1.838	0.94
1.665	2.442	0.872
0.584	2.042	0.806
0.103	1.616	0.65
0.584	2.355	0.468
2.489	2.119	0.405
5.665	2.012	0.712
0.669	1.994	1.026
1.82	1.84	1.053
1.064	1.771	0.907
0.515	2.383	0.734
1.768	2.082	0.583
4.807	1.839	0.722
0.584	2.095	0.915
0.24	1.864	0.879
0.052	2.177	0.659
0.755	2.269	0.45
0	2.168	0.342
0.12	2.187	0.265
0.446	1.514	0.211
0.034	2.621	0.193
2.129	1.861	0.217
5.716	2.099	0.55
4.051	1.904	1.091
3.244	1.948	1.464
1.185	1.602	1.463
0.206	2.119	1.205
1.167	1.533	0.869
0.103	1.939	0.64
0.034	1.687	0.467
0.017	2.234	0.329
4.584	1.659	0.422
1.957	1.502	0.716
2.85	1.524	0.961
1.253	1.534	1.008
2.85	0.683	1.04
2.283	1.608	1.067
0.275	1.495	1.007
1.579	1.396	0.849
0.755	0.953	0.71
0	1.485	0.587
0.017	0.971	0.439
0.961	1.327	0.324
0.944	1.441	0.309
0.669	0.964	0.338
0.772	1.307	0.348
0.017	1.586	0.332
0.24	1.558	0.272
0	1.901	0.212
0	1.508	0.16
0.052	1.614	0.122
0.549	1.536	0.11
4.395	1.256	0.316
0.137	1.334	0.576
0.172	1.413	0.611
0.36	1.695	0.471
0.052	1.391	0.335
0.103	1.489	0.236
0.772	1.34	0.184
1.476	1.319	0.22
0.052	1.282	0.291
0	0.965	0.274
0.052	1.887	0.202
0	1.111	0.139
0.189	1.293	0.102
0.669	0.618	0.103
0.515	1.212	0.141
2.506	1.179	0.254
0.103	1.24	0.38
0.052	1.187	0.374
1.288	0.519	0.321
0	1.267	0.296
0.154	1.324	0.249
0.017	0.93	0.186
0.017	0.898	0.131
0	1.005	0.094
0.223	1.175	0.074
0	1.287	0.074
0.017	1.073	0.069
0.034	0.892	0.059
0.36	1.281	0.057
0.12	1.348	0.074
0.996	1.002	0.098
0	0.974	0.145
0.017	0.835	0.142
0.223	1.233	0.108
0.052	1.131	0.086
0	0.999	0.069
0.515	1.302	0.06
1.511	0.935	0.12
0.549	0.672	0.215
0.034	1.412	0.247
0	0.863	0.196
0	1.371	0.126
0.189	1.116	0.077
0	1.188	0.06
0.034	1.509	0.049
0.275	1.642	0.044
0.807	1.13	0.065
0.446	1.157	0.118
0.464	0.727	0.151
2.523	1.068	0.236
0.961	1.475	0.362
0.103	1.009	0.405
0.79	1.137	0.333
0.069	1.393	0.262
0.069	1.241	0.19
0.086	1.625	0.126
0	1.448	0.083
0	0.974	0.054
0.154	0.68	0.039
0.772	1.366	0.05
0.086	1.405	0.094
0.189	1.489	0.105
0.223	1.386	0.094
0.103	1.551	0.083
0.189	0.813	0.072
0	1.606	0.063
0	1.051	0.048
0.017	1.564	0.032
0.017	0.887	0.022
0.034	1.599	0.018
0.017	1	0.017
0.309	1.361	0.021
0	1.022	0.037
0.412	1.621	0.045
1.339	1.033	0.091
0.549	1.582	0.174
5.888	1.269	0.443
0.91	1.451	0.765
0.154	0.865	0.822
0.172	1.051	0.618
0	1.292	0.389
0	1.649	0.227
0.532	1.547	0.14
0.807	1.76	0.134
2.867	1.133	0.262
3.09	1.13	0.54
0.601	1.254	0.716
0.944	1.34	0.677
0.017	1.35	0.535
0.017	0.99	0.365
0.154	1.673	0.227
0.378	1.322	0.152
0.12	1.619	0.13
0.017	1.801	0.113
2.129	1.262	0.149
0.515	1.5	0.256
0.017	1.635	0.296
0.086	1.779	0.234
0.258	1.869	0.159
1.219	1.601	0.136
0.154	1.72	0.179
0.515	1.532	0.187
2.558	1.821	0.235
0.069	1.79	0.343
0.017	1.234	0.333
0.206	1.672	0.235
0	1.954	0.151
0	2.137	0.095
0	1.624	0.059
2.009	1.864	0.078
0.893	2.083	0.201
0	2.224	0.275
0	2.801	0.229
0.137	2.044	0.147
0.687	2.427	0.102
1.202	2.245	0.128
3.811	2.183	0.3
0.378	1.971	0.514
1.614	1.889	0.548
0.326	1.566	0.496
3.931	1.118	0.528
0.721	2.593	0.629
0	1.749	0.608
0.034	2.1	0.438
0	2.552	0.265
0.498	2.479	0.159
0.172	2.162	0.129
0.515	2.691	0.123
0.567	2.557	0.137
0.258	2.488	0.155
0.584	2.507	0.155
0.017	2.52	0.153
1.82	2.12	0.152
1.596	2.151	0.245
5.819	2.455	0.53
0.412	2.349	0.833
4.515	2.607	0.964
0.807	3.058	0.99
0	2.436	0.849
1.562	2.571	0.602
0.343	2.609	0.462
2.798	2.159	0.422
1.596	2.334	0.496
1.974	1.852	0.575
3.296	2.354	0.665
1.957	1.954	0.773
0.309	2.702	0.764
0.481	2.983	0.6
1.064	3.011	0.428
2.558	2.846	0.377
0.086	2.969	0.441
8.995	2.453	0.746
0.979	3.056	1.18
2.523	2.544	1.29
0.223	2.998	1.106
5.888	2.759	1.001
0.807	3.213	1.06
0.567	3.205	0.976
1.871	3.123	0.76
0.034	3.971	0.616
2.884	2.972	0.507
4.223	3.397	0.619
1.648	3.863	0.82
0.137	3.629	0.832
0.944	3.78	0.642
0.034	3.685	0.462
1.116	3.522	0.327
8.532	3.641	0.57
4.841	2.911	1.222
0.343	3.921	1.537
3.227	3.121	1.37
0.258	3.71	1.12
1.253	3.522	0.843
4.807	2.752	0.765
2.764	2.329	0.937
3.433	2.594	1.099
4.961	2.494	1.278
3.45	3.242	1.429
0.584	3.213	1.389
1.528	3.257	1.118
1.133	3.124	0.854
0.738	3.183	0.67
0.378	4.159	0.526
9.201	3.388	0.731
2.867	3.055	1.265
1.047	3.153	1.459
0.069	3.83	1.217
0.772	3.45	0.837
0.498	3.331	0.571
0.704	2.902	0.425
8.6	3.501	0.649
1.682	3.53	1.112
0.549	4.255	1.242
0	4.131	0.985
3.313	4.327	0.695
0.309	4.063	0.643
0.172	3.217	0.561
4.841	3.327	0.537
1.15	3.385	0.699
0.086	3.427	0.734
4.532	3.913	0.663
1.665	4.627	0.755
2.026	3.246	0.802
0.738	4.013	0.754
2.3	4.049	0.644
1.94	3.705	0.616
5.511	3.117	0.765
1.511	3.462	0.977
5.098	4.169	1.086
5.184	3.525	1.281
1.476	2.789	1.395
1.614	3.156	1.243
1.974	3.379	0.991
16.789	3.699	1.541
27.93	3.08	4.628
20.36	3.341	10.231
5.699	3.207	13.394
37.715	4.026	18.494
2.85	3.343	24.041
4.566	3.222	23.147
3.931	3.887	17.803
13.338	4.071	16.54
0.669	3.988	14.761
7.965	3.695	14.293
3.656	3.397	12.764
1.665	3.74	10.771
2.335	3.408	8.791
0.154	3.627	7.173
9.184	3.723	8.157
9.596	3.405	10.991
7.605	3.898	13.865
0.841	3.71	13.589
6.832	4.26	13.098
0.034	4.482	11.356
1.768	3.801	9.428
5.322	3.175	8.817
1.837	3.17	7.973
3.416	3.527	7.139
0.069	4.037	6.288
6.918	3.471	6.902
8.789	3.379	9.191
9.768	3.876	12.587
4.446	3.622	13.75
1.991	3.82	12.583
0.549	3.907	10.456
2.506	3.703	8.434
1.15	3.871	6.986
13.133	2.635	10.371
2.197	3.1	11.803
7.88	2.811	13.709
2.712	2.555	13.163
0.154	4.029	11.393
0.532	3.997	9.321
0.687	4.022	7.593
5.871	3.322	7.463
0.704	3.89	7.058
1.785	4.281	6.401
7.382	4.017	7.009
2.936	3.931	6.974
7.09	3.841	7.846
2.06	4.001	7.644
5.425	3.608	7.689
3.519	3.166	7.334
5.322	3.195	7.564
15.089	3.298	12.045
1.047	4.17	13.902
2.695	3.13	13.041
0.584	3.063	10.742
0.378	2.956	8.509
5.013	3.448	7.569
7.21	3.977	8.247
0.979	3.831	8.118
1.013	3.282	7.322
3.107	3.84	6.298
1.047	3.687	5.505
0.498	2.994	4.835
0.395	3.081	4.226
2.832	3.091	3.757
1.116	4.25	3.52
0.378	3.209	3.292
4.086	3.126	3.381
2.729	3.576	3.393
0.858	3.366	3.322
5.562	2.89	3.906
3.605	2.842	4.323
4.154	3.144	4.661
1.734	2.927	4.472
12.961	3.21	7.047
1.528	3.186	8.146
0.258	3.227	7.694
2.867	2.564	6.49
0.378	2.691	5.324
4.103	2.677	4.913
5.15	2.313	5.44
12.394	2.674	8.619
1.288	2.716	9.893
0.378	2.948	9.213
0.154	2.778	7.487
1.27	2.602	5.885
0.841	2.594	4.797
5.716	2.265	5.207
2.232	2.016	5.336
3.021	2.028	5.41
2.747	2.342	5.189
0.12	2.665	4.68
0.086	1.935	4.017
0.206	3.12	3.385
1.03	2.581	2.916
0.979	3.006	2.632
0.017	2.828	2.431
0.017	2.904	2.206
0.738	2.379	1.992
1.425	2.684	1.871
0.172	2.033	1.82
1.562	2.13	1.736
8.395	2.426	3.21
4.463	2.603	4.523
6.815	2.32	6.049
2.506	3.19	6.161
2.747	2.197	5.72
0.584	2.351	4.858
0.206	2.837	3.963
2.06	2.251	3.235
0.292	2.735	2.792
0.017	2.257	2.435
0.875	1.821	2.114
0.515	1.988	1.899
3.365	1.744	2.176
1.167	2.142	2.272
0.309	2.011	2.191
0.086	1.592	1.942
8.068	2.05	3.139
1.322	1.892	3.724
0.343	1.812	3.643
0.343	2.021	3.076
0.343	2.122	2.486
4.137	2.039	2.594
1.047	1.692	2.606
0.343	1.929	2.447
0.395	1.604	2.126
0.979	1.858	1.819
0.395	1.922	1.613
3.485	1.25	1.98
0.556	1.857	2.091
0.041	2.144	1.971
1.112	1.682	1.709
0.433	1.251	1.505
0.021	1.616	1.338
0	1.357	1.169
0.082	1.582	1.022
0.041	1.659	0.915
0.288	1.723	0.84
0	1.708	0.792
0.7	1.533	0.753
3.131	2.01	1.023
0.948	1.586	1.214
0.35	1.85	1.235
0	1.462	1.094
0.062	1.408	0.908
0.021	1.581	0.758
0.144	1.973	0.658
0.227	1.405	0.6
3.008	1.572	0.881
0.144	1.332	1.055
0.453	1.626	1.042
0.041	1.472	0.913
0	1.422	0.763
0.144	1.278	0.64
0.041	1.326	0.559
2.987	1.212	0.857
0.124	1.552	1.027
0	1.147	1.005
0	1.642	0.846
0.944	1.172	0.701
1.425	1.294	0.7
0	1.268	0.724
0.017	0.729	0.661
0.258	1.223	0.556
0.052	1.084	0.479
0	1.541	0.421
0.927	0.747	0.423
0.498	0.863	0.451
0.206	1.65	0.464
1.562	1.324	0.507
0.034	1.257	0.545
0.378	0.987	0.513
0.069	1.036	0.448
0	1.853	0.378
0	1.094	0.315
0.772	0.93	0.281
0.12	1.002	0.299
0.069	1.174	0.297
0.137	1.375	0.269
0	0.671	0.241
0.189	0.959	0.216
0.017	1.323	0.204
0	1.386	0.19
0.069	0.626	0.174
0.378	0.803	0.169
0	1.523	0.181
0.017	1.569	0.176
0.12	1.413	0.16
0.103	1.226	0.151
0.034	1.229	0.146
0.429	1.218	0.144
0.069	1.412	0.158
0.052	1.136	0.157
0.395	1.603	0.148
0.412	0.889	0.158
0.086	1.475	0.173
0.069	1.419	0.164
0.017	0.918	0.14
0	1.057	0.116
0.052	1.448	0.097
0.343	1.434	0.093
0.309	2.037	0.112
0.137	0.889	0.13
1.202	1.267	0.151
1.596	1.612	0.241
0.258	1.629	0.336
0	1.112	0.323
0.412	1.354	0.244
0.052	1.042	0.187
0.017	1.281	0.144
0.154	1.256	0.109
0.017	1.297	0.092
0.052	1.14	0.079
0.086	1.14	0.07
0.034	1.459	0.067
0.12	1.184	0.064
0.378	1.192	0.069
0.961	1.486	0.102
0.979	0.93	0.186
0.137	1.433	0.243
1.03	0.915	0.261
0	0.893	0.26
0	1.289	0.215
0.961	1.261	0.164
2.489	1.256	0.372
0.635	0.937	0.529
0.017	1.18	0.542
0.223	0.904	0.426
2.85	1.21	0.563
2.764	1.294	0.917
0.069	1.281	1.059
0	1.887	0.929
0	1.762	0.686
0	1.614	0.482
0	1.445	0.349
4.292	1.377	0.703
0.429	1.517	0.964
3.004	1.447	1.24
0.052	1.489	1.245
1.614	1.775	1.079
0.086	1.381	0.911
5.991	1.45	1.393
1.356	1.009	1.776
0.017	1.208	1.752
0.12	0.969	1.407
0	1.448	1.036
0	1.576	0.761
0.017	2.085	0.584
0.086	1.482	0.474
0.875	1.661	0.419
0	1.73	0.419
0.086	1.622	0.389
0	1.939	0.335
0.24	1.7	0.287
0	1.94	0.26
0	2.037	0.234
0.034	1.876	0.207
0.034	2.341	0.186
0	2.441	0.171
0.996	2.062	0.174
0.292	2.146	0.226
0	1.81	0.247
0.395	2.264	0.222
1.202	2.199	0.221
1.82	2.163	0.294
0.034	2.605	0.389
0.24	2.727	0.364
0.584	2.01	0.29
0.12	2.049	0.246
5.184	1.981	0.653
0.996	1.629	0.98
0.841	2.181	1.049
1.579	1.786	0.912
2.421	2.197	0.851
2.3	1.905	0.92
0.086	2.624	0.917
0.172	2.482	0.756
0.635	2.248	0.558
0.137	1.782	0.432
0	3.3	0.342
0	1.735	0.264
0.453	1.989	0.212
1.215	2.406	0.22
0.742	2.373	0.286
2.493	2.377	0.389
0.165	2.826	0.495
3.626	2.786	0.628
0.597	3.063	0.738
8.776	2.677	1.504
3.667	2.289	2.27
1.339	3.235	2.423
0	2.888	2.044
3.378	2.726	1.627
0	3.426	1.366
0.968	2.851	1.113
5.541	2.713	1.289
1.133	3.046	1.471
2.472	2.988	1.456
0.721	2.325	1.315
0.412	2.67	1.085
1.257	2.716	0.852
5.253	3.39	1.005
3.317	3.304	1.295
0	3.047	1.407
3.584	2.956	1.318
0.803	2.16	1.211
5.603	2.889	1.425
7.231	2.573	2.202
0	3.728	2.548
0.062	3.392	2.247
0.79	3.74	1.665
0	3.656	1.213
1.408	3.591	0.925
4.292	2.859	1.027
3.244	3.226	1.268
0.927	3.659	1.389
0.567	4.123	1.249
0.275	4.177	0.989
0.052	3.71	0.746
0.326	3.258	0.566
0	3.79	0.458
2.077	3.608	0.414
5.545	3.067	0.819
2.575	3.787	1.203
0.034	3.981	1.32
0	4.631	1.084
0.154	4.724	0.765
3.622	3.2	0.651
0.137	3.962	0.733
2.832	3.45	0.747
0.481	3.507	0.771
0	3.78	0.692
0.172	3.945	0.527
0.052	4.464	0.387
0	4.774	0.294
0.223	4.316	0.238
1.579	4.308	0.239
0	3.973	0.314
1.167	4.049	0.332
5.304	3.987	0.553
1.545	4.032	0.859
2.558	3.761	0.981
8.188	3.31	1.479
5.871	3.779	2.161
0.017	4.298	2.362
0.206	4.184	1.95
0.395	4.003	1.362
0.378	3.34	0.931
2.609	3.961	0.716
10.764	4.361	1.408
4.069	3.79	2.238
3.313	3.914	2.491
0.017	3.73	2.212
0.79	4.075	1.653
2.712	3.688	1.203
5.013	4.256	1.174
0.275	4.293	1.288
2.369	4.026	1.189
0.841	4.548	1.041
0.584	4.102	0.869
1.596	4.739	0.71
0.944	4.701	0.643
3.416	4.157	0.64
1.253	3.385	0.748
13.956	3.27	1.793
13.871	3.049	4.058
4.292	4.158	5.51
1.562	3.479	5.238
1.373	4.437	4.034
5.716	3.411	3.207
